student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status,avg_grade,cumulative_gpa,courses_enrolled,physical_attendance_rate,sessions_attended,sessions_total,lms_activity_count,lms_total_minutes,lms_avg_session_minutes,lms_logins_monthly,school_name,program_name,exam_eligible,attendance_category,attendance_compliant,gpa_below_2.0,grade_below_40,performance_category,academic_at_risk,lms_engagement_index,low_lms_engagement,engagement_category,compliance_score,multiple_violations,overall_risk_score,risk_level,dropout_risk_score,dropout_risk,failure_risk_score,failure_risk,delay_risk_score,delay_risk
100011,Joseph Otieno,joseph.otieno11@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-07-24,Active,78.61428571428571,3.147142857142857,7.0,0.8571428571428571,168.0,196.0,616.0,17053.0,27.68344155844156,154.0,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,96.09984399375975,0,High,3,0,0,Low,0,0,0,0,0,0
100012,Emmanuel Kariuki,emmanuel.kariuki12@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-08-18,Active,83.8,3.35,6.0,0.8690476190476191,146.0,168.0,572.0,18037.0,31.533216783216783,143.0,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,89.2355694227769,0,High,3,0,0,Low,0,0,0,0,0,0
100013,Rose Njeri,rose.njeri13@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-08-31,Active,70.525,2.8225,4.0,0.6964285714285714,63.0,84.0,295.0,6826.0,23.138983050847457,73.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Borderline,1,0,0,Average,0,46.02184087363494,1,Low,3,0,4,Medium,3,0,0,0,0,0
100014,Mary Muthoni,mary.muthoni14@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-10-02,Active,78.51666666666667,3.14,6.0,0.9107142857142856,153.0,168.0,520.0,16769.0,32.24807692307692,130.0,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,81.1232449297972,0,High,3,0,0,Low,0,0,0,0,0,0
100015,Kevin Kipchoge,kevin.kipchoge15@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-07-28,Active,79.82000000000001,3.192,5.0,0.8285714285714285,116.0,140.0,493.0,14988.0,30.40162271805274,123.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,76.91107644305772,0,High,3,0,0,Low,0,0,0,0,0,0
100016,Jane Njeri,jane.njeri16@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-09-02,Active,74.22857142857143,2.967142857142857,7.0,0.7312925170068026,152.0,210.0,468.0,14352.0,30.666666666666668,117.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Borderline,1,0,0,Average,0,73.01092043681747,0,Medium,3,0,1,Low,0,0,0,0,0,0
100017,Brian Muthoni,brian.muthoni17@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-11-28,Active,85.7,3.428,5.0,0.9,126.0,140.0,495.0,16228.0,32.783838383838386,123.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Good,0,77.22308892355694,0,High,3,0,0,Low,0,0,0,0,0,0
100018,Brian Kamau,brian.kamau18@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-10-08,Active,79.44,3.176,5.0,0.9,126.0,140.0,503.0,15722.0,31.256461232604373,125.75,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,78.47113884555382,0,High,3,0,0,Low,0,0,0,0,0,0
100019,Jane Wambui,jane.wambui19@strathmore.edu,Male,18,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-09-05,Active,69.68333333333334,2.786666666666666,6.0,0.7202380952380952,121.0,168.0,384.0,11063.0,28.80989583333333,96.0,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,59.90639625585024,0,Medium,3,0,1,Low,0,0,0,0,0,0
100020,Nancy Kibet,nancy.kibet20@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-08-26,Active,87.83333333333333,3.5116666666666667,6.0,0.9067460317460316,166.0,182.0,686.0,26120.0,38.075801749271136,171.5,Strathmore University Business School,Bachelor of Financial Services,1,Excellent,1,0,0,Excellent,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100021,Ann Njoroge,ann.njoroge21@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-09-18,Active,75.77142857142857,3.03,7.0,0.8146258503401361,170.0,210.0,585.0,19680.0,33.64102564102564,146.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,91.26365054602185,0,High,3,0,0,Low,0,0,0,0,0,0
100022,Kevin Muthoni,kevin.muthoni22@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2024-01-03,Active,77.75,3.1133333333333333,6.0,0.8273809523809524,139.0,168.0,484.0,12847.0,26.543388429752067,121.0,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,75.50702028081123,0,High,3,0,0,Low,0,0,0,0,0,0
100023,Faith Wambui,faith.wambui23@strathmore.edu,Male,19,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-12-21,Active,74.37142857142858,2.974285714285714,7.0,0.8061224489795917,158.0,196.0,681.0,19783.0,29.04992657856094,170.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100024,Daniel Ochieng,daniel.ochieng24@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-08-23,Active,77.45,3.098333333333333,6.0,0.7738095238095237,130.0,168.0,448.0,13916.0,31.0625,112.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,69.89079563182527,0,Medium,3,0,0,Low,0,0,0,0,0,0
100025,Samuel Wangui,samuel.wangui25@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-12-15,Active,58.38333333333333,2.3383333333333334,6.0,0.7083333333333334,119.0,168.0,340.0,8731.0,25.679411764705883,85.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Borderline,1,0,0,Below Average,1,53.042121684867396,0,Medium,3,0,3,Medium,0,0,0,0,2,0
100026,Ann Chebet,ann.chebet26@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-20,Active,79.725,3.19,4.0,0.7589285714285714,67.0,84.0,404.0,15331.0,37.9480198019802,101.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,63.026521060842434,0,Medium,3,0,0,Low,0,0,0,0,0,0
100027,Emmanuel Muthoni,emmanuel.muthoni27@strathmore.edu,Female,18,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-11-05,Active,84.81666666666666,3.393333333333333,6.0,0.9702380952380952,163.0,168.0,790.0,27602.0,34.939240506329114,197.5,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100028,Nancy Kariuki,nancy.kariuki28@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-09-12,Active,60.583333333333336,2.4233333333333333,6.0,0.6765873015873017,124.0,182.0,350.0,9933.0,28.38,87.5,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Below Average,1,54.60218408736349,0,Medium,3,0,3,Medium,0,0,0,0,2,0
100029,Peter Kariuki,peter.kariuki29@strathmore.edu,Male,18,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-11-08,Active,71.55714285714285,2.861428571428572,7.0,0.6836734693877551,134.0,196.0,612.0,20233.0,33.060457516339866,153.0,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,95.47581903276131,0,High,3,0,1,Low,0,0,0,0,0,0
100030,Lucy Wangui,lucy.wangui30@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-10-03,Active,74.28333333333333,2.9716666666666662,6.0,0.8313492063492064,151.0,182.0,459.0,13595.0,29.618736383442265,114.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,71.60686427457098,0,Medium,3,0,0,Low,0,0,0,0,0,0
100031,Joseph Otieno,joseph.otieno31@strathmore.edu,Female,24,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-11-30,Active,67.85,2.715,4.0,0.8660714285714286,70.0,84.0,222.0,5188.0,23.36936936936937,55.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,34.63338533541342,1,Low,3,0,3,Medium,3,0,0,0,0,0
100032,David Wanjiru,david.wanjiru32@strathmore.edu,Male,18,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-08-11,Active,70.27142857142857,2.8114285714285714,7.0,0.7193877551020408,141.0,196.0,427.0,13166.0,30.833723653395783,106.75,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,66.61466458658346,0,Medium,3,0,1,Low,0,0,0,0,0,0
100033,Brian Achieng,brian.achieng33@strathmore.edu,Male,18,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-08-08,Active,69.45714285714287,2.78,7.0,0.7295918367346939,143.0,196.0,494.0,14710.0,29.777327935222672,123.5,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,77.06708268330733,0,High,3,0,1,Low,0,0,0,0,0,0
100034,Faith Mwangi,faith.mwangi34@strathmore.edu,Male,18,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-09-22,Active,57.885714285714286,2.314285714285714,7.0,0.6173469387755102,121.0,196.0,386.0,10490.0,27.17616580310881,96.5,Strathmore University Business School,Bachelor of Commerce,0,At Risk,0,0,0,Below Average,1,60.218408736349446,0,Medium,2,0,5,High,5,0,4,0,2,0
100035,Samuel Kipchoge,samuel.kipchoge35@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-11-08,Active,55.96,2.238,5.0,0.5142857142857142,72.0,140.0,181.0,3005.0,16.60220994475138,45.25,Strathmore University Business School,Bachelor of Financial Services,0,At Risk,0,0,0,Below Average,1,28.23712948517941,1,Low,2,0,8,Critical,8,1,4,0,2,0
100036,James Nyambura,james.nyambura36@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-09-13,Active,70.3,2.8125,4.0,0.7857142857142857,68.0,84.0,286.0,7287.0,25.47902097902098,71.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,44.61778471138845,1,Low,3,0,3,Medium,3,0,0,0,0,0
100037,Samuel Muthoni,samuel.muthoni37@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-10-10,Active,78.38571428571429,3.1342857142857143,7.0,0.8775510204081634,172.0,196.0,662.0,24092.0,36.39274924471299,165.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100038,Faith Chebet,faith.chebet38@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-08-05,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100039,Emmanuel Kipchoge,emmanuel.kipchoge39@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-11-01,Active,76.45714285714287,3.0585714285714287,7.0,0.7602040816326531,149.0,196.0,473.0,13302.0,28.122621564482028,118.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,73.79095163806552,0,Medium,3,0,0,Low,0,0,0,0,0,0
100040,Sarah Jepkorir,sarah.jepkorir40@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-10-13,Active,77.74285714285715,3.11,7.0,0.9081632653061223,190.0,210.0,672.0,22659.0,33.71875,168.0,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100041,Emmanuel Otieno,emmanuel.otieno41@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-07-30,Active,83.725,3.35,4.0,0.9285714285714286,79.0,84.0,487.0,14939.0,30.675564681724847,121.75,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,75.97503900156006,0,High,3,0,0,Low,0,0,0,0,0,0
100042,Michael Wanjiru,michael.wanjiru42@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-11-27,Active,76.0,3.04,6.0,0.7797619047619048,131.0,168.0,559.0,20619.0,36.88550983899821,139.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,87.20748829953197,0,High,3,0,0,Low,0,0,0,0,0,0
100043,Nancy Njeri,nancy.njeri43@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-08-21,Active,74.32857142857142,2.972857142857143,7.0,0.8112244897959184,159.0,196.0,513.0,14492.0,28.249512670565306,128.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,80.03120124804992,0,High,3,0,0,Low,0,0,0,0,0,0
100044,Ruth Jepkorir,ruth.jepkorir44@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-10-22,Active,73.39999999999999,2.934285714285714,7.0,0.8214285714285714,172.0,210.0,463.0,15403.0,33.26781857451404,115.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,72.23088923556942,0,Medium,3,0,0,Low,0,0,0,0,0,0
100045,Mary Chebet,mary.chebet45@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-08-18,Active,72.7,2.908333333333333,6.0,0.8214285714285715,138.0,168.0,469.0,15948.0,34.004264392324096,117.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,73.16692667706708,0,Medium,3,0,0,Low,0,0,0,0,0,0
100046,Ann Kibet,ann.kibet46@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2024-01-02,Active,70.33333333333333,2.811666666666667,6.0,0.7380952380952381,124.0,168.0,464.0,14479.0,31.204741379310345,116.0,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,72.38689547581903,0,Medium,3,0,1,Low,0,0,0,0,0,0
100047,Daniel Njeri,daniel.njeri47@strathmore.edu,Male,19,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-10-03,Active,70.55,2.8233333333333337,6.0,0.7817460317460317,145.0,182.0,436.0,13512.0,30.990825688073397,109.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,68.01872074882995,0,Medium,3,0,0,Low,0,0,0,0,0,0
100048,Lucy Wambui,lucy.wambui48@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-11-11,Active,72.56666666666666,2.905,6.0,0.7619047619047619,139.0,182.0,459.0,12795.0,27.875816993464053,114.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,71.60686427457098,0,Medium,3,0,0,Low,0,0,0,0,0,0
100049,Joyce Njoroge,joyce.njoroge49@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-10-29,Active,69.275,2.77,4.0,0.8571428571428572,69.0,84.0,297.0,8334.0,28.060606060606062,74.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,46.33385335413416,1,Low,3,0,3,Medium,3,0,0,0,0,0
100050,Brian Mwangi,brian.mwangi50@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-11-24,Active,85.11666666666666,3.4033333333333338,6.0,0.8690476190476191,146.0,168.0,645.0,21478.0,33.29922480620155,161.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100051,Michael Wanjiru,michael.wanjiru51@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-09-18,Active,71.64285714285714,2.865714285714286,7.0,0.7908163265306122,155.0,196.0,623.0,20458.0,32.83788121990369,155.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,97.19188767550702,0,High,3,0,0,Low,0,0,0,0,0,0
100052,Brian Muthoni,brian.muthoni52@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,4,1,BFS4.1,2021-09-19,Active,76.36,3.054,5.0,0.7285714285714285,92.0,126.0,381.0,11924.0,31.296587926509183,95.25,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Good,0,59.4383775351014,0,Medium,3,0,1,Low,0,0,0,0,0,0
100053,Nancy Njoroge,nancy.njoroge53@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-08-02,Active,82.35000000000001,3.293333333333333,6.0,0.8273809523809524,139.0,168.0,548.0,17208.0,31.4014598540146,137.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,85.49141965678628,0,High,3,0,0,Low,0,0,0,0,0,0
100054,Sarah Nyambura,sarah.nyambura54@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-07-14,Active,72.93333333333334,2.9166666666666665,6.0,0.8392857142857143,141.0,168.0,458.0,13398.0,29.253275109170307,114.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,71.45085803432137,0,Medium,3,0,0,Low,0,0,0,0,0,0
100055,James Njoroge,james.njoroge55@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-09-27,Active,89.65,3.5875,4.0,0.9642857142857144,81.0,84.0,460.0,16949.0,36.845652173913045,115.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Excellent,0,71.7628705148206,0,Medium,3,0,0,Low,0,0,0,0,0,0
100056,John Nyambura,john.nyambura56@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-09-11,Active,75.11666666666666,3.0033333333333334,6.0,0.7619047619047619,128.0,168.0,453.0,14820.0,32.71523178807947,113.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,70.67082683307332,0,Medium,3,0,0,Low,0,0,0,0,0,0
100057,Joyce Njoroge,joyce.njoroge57@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-08-30,Active,74.925,2.995,4.0,0.8839285714285714,87.0,98.0,272.0,5931.0,21.80514705882353,68.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,42.43369734789392,1,Low,3,0,3,Medium,3,0,0,0,0,0
100058,Caroline Mutua,caroline.mutua58@strathmore.edu,Female,19,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-11-18,Active,74.74285714285715,2.9914285714285715,7.0,0.8214285714285714,161.0,196.0,487.0,16142.0,33.14579055441479,121.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,75.97503900156006,0,High,3,0,0,Low,0,0,0,0,0,0
100059,Mary Wambui,mary.wambui59@strathmore.edu,Female,24,SBS_BFS,BFS,SBS,4,1,BFS4.1,2021-07-31,Active,66.52,2.658,5.0,0.75,92.0,126.0,302.0,8058.0,26.68211920529801,75.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,47.113884555382214,1,Low,3,0,3,Medium,3,0,0,0,0,0
100060,Vincent Mwangi,vincent.mwangi60@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-07-25,Active,69.125,2.77,4.0,0.7053571428571428,57.0,84.0,218.0,6866.0,31.495412844036696,54.5,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Average,0,34.009360374414975,1,Low,3,0,4,Medium,3,0,0,0,0,0
100061,Sarah Njeri,sarah.njeri61@strathmore.edu,Female,19,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-19,Active,66.85714285714286,2.6757142857142857,7.0,0.7602040816326531,149.0,196.0,507.0,11840.0,23.353057199211044,126.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,79.09516380655226,0,High,3,0,0,Low,0,0,0,0,0,0
100062,Sarah Kariuki,sarah.kariuki62@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-08-05,Active,75.67142857142858,3.0285714285714285,7.0,0.8520408163265306,167.0,196.0,568.0,17486.0,30.785211267605632,142.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,88.61154446177846,0,High,3,0,0,Low,0,0,0,0,0,0
100063,Brian Njeri,brian.njeri63@strathmore.edu,Female,24,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-11-03,Active,83.725,3.3475,4.0,0.9017857142857144,88.0,98.0,434.0,15813.0,36.435483870967744,108.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Good,0,67.70670826833073,0,Medium,3,0,0,Low,0,0,0,0,0,0
100064,Emmanuel Otieno,emmanuel.otieno64@strathmore.edu,Female,24,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-12-20,Active,78.4,3.1375,4.0,0.875,84.0,98.0,305.0,9824.0,32.20983606557377,76.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,47.581903276131044,1,Low,3,0,3,Medium,3,0,0,0,0,0
100065,Faith Otieno,faith.otieno65@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-12-01,Active,79.14999999999999,3.165,6.0,0.8154761904761904,137.0,168.0,480.0,15013.0,31.277083333333334,120.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,74.88299531981279,0,Medium,3,0,0,Low,0,0,0,0,0,0
