user_id,username,email,role,full_name,is_active
U_100032,david.wanjiru32,david.wanjiru32@strathmore.edu,student,David Wanjiru,True
U_100033,brian.achieng33,brian.achieng33@strathmore.edu,student,Brian Achieng,True
U_100034,faith.mwangi34,faith.mwangi34@strathmore.edu,student,Faith Mwangi,True
U_100035,samuel.kipchoge35,samuel.kipchoge35@strathmore.edu,student,Samuel Kipchoge,True
U_100036,james.nyambura36,james.nyambura36@strathmore.edu,student,James Nyambura,True
U_100037,samuel.muthoni37,samuel.muthoni37@strathmore.edu,student,Samuel Muthoni,True
U_100038,faith.chebet38,faith.chebet38@strathmore.edu,student,Faith Chebet,False
U_100039,emmanuel.kipchoge39,emmanuel.kipchoge39@strathmore.edu,student,Emmanuel Kipchoge,True
U_100040,sarah.jepkorir40,sarah.jepkorir40@strathmore.edu,student,Sarah Jepkorir,True
U_100041,emmanuel.otieno41,emmanuel.otieno41@strathmore.edu,student,Emmanuel Otieno,True
U_100042,michael.wanjiru42,michael.wanjiru42@strathmore.edu,student,Michael Wanjiru,True
U_100043,nancy.njeri43,nancy.njeri43@strathmore.edu,student,Nancy Njeri,True
U_100044,ruth.jepkorir44,ruth.jepkorir44@strathmore.edu,student,Ruth Jepkorir,True
U_100045,mary.chebet45,mary.chebet45@strathmore.edu,student,Mary Chebet,True
U_100046,ann.kibet46,ann.kibet46@strathmore.edu,student,Ann Kibet,True
U_100047,daniel.njeri47,daniel.njeri47@strathmore.edu,student,Daniel Njeri,True
U_100048,lucy.wambui48,lucy.wambui48@strathmore.edu,student,Lucy Wambui,True
U_100049,joyce.njoroge49,joyce.njoroge49@strathmore.edu,student,Joyce Njoroge,True
U_100050,brian.mwangi50,brian.mwangi50@strathmore.edu,student,Brian Mwangi,True
U_100051,michael.wanjiru51,michael.wanjiru51@strathmore.edu,student,Michael Wanjiru,True
U_100052,brian.muthoni52,brian.muthoni52@strathmore.edu,student,Brian Muthoni,True
U_100053,nancy.njoroge53,nancy.njoroge53@strathmore.edu,student,Nancy Njoroge,True
U_100054,sarah.nyambura54,sarah.nyambura54@strathmore.edu,student,Sarah Nyambura,True
U_100055,james.njoroge55,james.njoroge55@strathmore.edu,student,James Njoroge,True
U_100056,john.nyambura56,john.nyambura56@strathmore.edu,student,John Nyambura,True
U_100057,joyce.njoroge57,joyce.njoroge57@strathmore.edu,student,Joyce Njoroge,True
U_100058,caroline.mutua58,caroline.mutua58@strathmore.edu,student,Caroline Mutua,True
U_100059,mary.wambui59,mary.wambui59@strathmore.edu,student,Mary Wambui,True
U_100060,vincent.mwangi60,vincent.mwangi60@strathmore.edu,student,Vincent Mwangi,True
U_100061,sarah.njeri61,sarah.njeri61@strathmore.edu,student,Sarah Njeri,True
U_100062,sarah.kariuki62,sarah.kariuki62@strathmore.edu,student,Sarah Kariuki,True
U_100063,brian.njeri63,brian.njeri63@strathmore.edu,student,Brian Njeri,True
U_100064,emmanuel.otieno64,emmanuel.otieno64@strathmore.edu,student,Emmanuel Otieno,True
U_100065,faith.otieno65,faith.otieno65@strathmore.edu,student,Faith Otieno,True
U_100066,vincent.kibet66,vincent.kibet66@strathmore.edu,student,Vincent Kibet,True
U_100067,ann.wanjiru67,ann.wanjiru67@strathmore.edu,student,Ann Wanjiru,True
U_100068,john.chebet68,john.chebet68@strathmore.edu,student,John Chebet,True
U_100069,ann.wangui69,ann.wangui69@strathmore.edu,student,Ann Wangui,True
U_100070,james.jepkorir70,james.jepkorir70@strathmore.edu,student,James Jepkorir,True
U_100071,kevin.achieng71,kevin.achieng71@strathmore.edu,student,Kevin Achieng,True
U_100072,daniel.mwangi72,daniel.mwangi72@strathmore.edu,student,Daniel Mwangi,True
U_100073,nancy.wanjiru73,nancy.wanjiru73@strathmore.edu,student,Nancy Wanjiru,False
U_100074,david.kamau74,david.kamau74@strathmore.edu,student,David Kamau,True
U_100075,david.kariuki75,david.kariuki75@strathmore.edu,student,David Kariuki,False
U_100076,sarah.kamau76,sarah.kamau76@strathmore.edu,student,Sarah Kamau,True
U_100077,emmanuel.wambui77,emmanuel.wambui77@strathmore.edu,student,Emmanuel Wambui,True
U_100078,joyce.chebet78,joyce.chebet78@strathmore.edu,student,Joyce Chebet,True
U_100079,ruth.kariuki79,ruth.kariuki79@strathmore.edu,student,Ruth Kariuki,True
U_100080,nancy.wangui80,nancy.wangui80@strathmore.edu,student,Nancy Wangui,True
U_100081,peter.otieno81,peter.otieno81@strathmore.edu,student,Peter Otieno,True
U_100082,daniel.achieng82,daniel.achieng82@strathmore.edu,student,Daniel Achieng,True
U_100083,caroline.otieno83,caroline.otieno83@strathmore.edu,student,Caroline Otieno,True
U_100084,faith.wangui84,faith.wangui84@strathmore.edu,student,Faith Wangui,True
U_100085,vincent.wambui85,vincent.wambui85@strathmore.edu,student,Vincent Wambui,False
U_100086,nancy.mutua86,nancy.mutua86@strathmore.edu,student,Nancy Mutua,True
U_100087,rose.njoroge87,rose.njoroge87@strathmore.edu,student,Rose Njoroge,True
U_100088,michael.kipchoge88,michael.kipchoge88@strathmore.edu,student,Michael Kipchoge,True
U_100089,jane.kamau89,jane.kamau89@strathmore.edu,student,Jane Kamau,True
U_100090,james.wangui90,james.wangui90@strathmore.edu,student,James Wangui,True
U_100091,grace.wanjiru91,grace.wanjiru91@strathmore.edu,student,Grace Wanjiru,True
U_100092,samuel.wanjiru92,samuel.wanjiru92@strathmore.edu,student,Samuel Wanjiru,True
U_100093,ann.wambui93,ann.wambui93@strathmore.edu,student,Ann Wambui,False
U_100094,jane.wanjiru94,jane.wanjiru94@strathmore.edu,student,Jane Wanjiru,True
U_100095,faith.achieng95,faith.achieng95@strathmore.edu,student,Faith Achieng,True
U_100096,lucy.nyambura96,lucy.nyambura96@strathmore.edu,student,Lucy Nyambura,True
U_100097,peter.wambui97,peter.wambui97@strathmore.edu,student,Peter Wambui,True
U_100098,james.otieno98,james.otieno98@strathmore.edu,student,James Otieno,True
U_100099,samuel.nyambura99,samuel.nyambura99@strathmore.edu,student,Samuel Nyambura,True
U_100100,michael.kipchoge100,michael.kipchoge100@strathmore.edu,student,Michael Kipchoge,True
U_100101,caroline.otieno101,caroline.otieno101@strathmore.edu,student,Caroline Otieno,True
U_100102,samuel.wanjiru102,samuel.wanjiru102@strathmore.edu,student,Samuel Wanjiru,False
U_100103,ann.wangui103,ann.wangui103@strathmore.edu,student,Ann Wangui,True
U_100104,sarah.achieng104,sarah.achieng104@strathmore.edu,student,Sarah Achieng,False
U_100105,nancy.wanjiru105,nancy.wanjiru105@strathmore.edu,student,Nancy Wanjiru,True
U_100106,joseph.kipchoge106,joseph.kipchoge106@strathmore.edu,student,Joseph Kipchoge,True
U_100107,caroline.wangui107,caroline.wangui107@strathmore.edu,student,Caroline Wangui,True
U_100108,jane.kariuki108,jane.kariuki108@strathmore.edu,student,Jane Kariuki,True
U_100109,john.jepkorir109,john.jepkorir109@strathmore.edu,student,John Jepkorir,False
U_100110,emmanuel.kibet110,emmanuel.kibet110@strathmore.edu,student,Emmanuel Kibet,False
U_100111,faith.kariuki111,faith.kariuki111@strathmore.edu,student,Faith Kariuki,True
U_100112,ann.mutua112,ann.mutua112@strathmore.edu,student,Ann Mutua,True
U_100113,joyce.wangui113,joyce.wangui113@strathmore.edu,student,Joyce Wangui,True
U_100114,nancy.mwangi114,nancy.mwangi114@strathmore.edu,student,Nancy Mwangi,True
U_100115,ann.wanjiru115,ann.wanjiru115@strathmore.edu,student,Ann Wanjiru,True
U_100116,emmanuel.kibet116,emmanuel.kibet116@strathmore.edu,student,Emmanuel Kibet,True
U_100117,kevin.muthoni117,kevin.muthoni117@strathmore.edu,student,Kevin Muthoni,False
U_100118,peter.wangui118,peter.wangui118@strathmore.edu,student,Peter Wangui,True
U_100119,nancy.mwangi119,nancy.mwangi119@strathmore.edu,student,Nancy Mwangi,True
U_100120,jane.wambui120,jane.wambui120@strathmore.edu,student,Jane Wambui,True
U_100121,jane.kamau121,jane.kamau121@strathmore.edu,student,Jane Kamau,True
U_100122,james.wambui122,james.wambui122@strathmore.edu,student,James Wambui,True
U_100123,joseph.wambui123,joseph.wambui123@strathmore.edu,student,Joseph Wambui,True
U_100124,michael.kamau124,michael.kamau124@strathmore.edu,student,Michael Kamau,False
U_100125,samuel.nyambura125,samuel.nyambura125@strathmore.edu,student,Samuel Nyambura,False
U_100126,lucy.muthoni126,lucy.muthoni126@strathmore.edu,student,Lucy Muthoni,True
U_100127,joyce.mwangi127,joyce.mwangi127@strathmore.edu,student,Joyce Mwangi,True
U_100128,faith.chebet128,faith.chebet128@strathmore.edu,student,Faith Chebet,True
U_100129,emmanuel.wanjiru129,emmanuel.wanjiru129@strathmore.edu,student,Emmanuel Wanjiru,True
U_100130,jane.mutua130,jane.mutua130@strathmore.edu,student,Jane Mutua,True
U_100131,ruth.kipchoge131,ruth.kipchoge131@strathmore.edu,student,Ruth Kipchoge,True
U_100132,daniel.muthoni132,daniel.muthoni132@strathmore.edu,student,Daniel Muthoni,True
U_100133,joseph.jepkorir133,joseph.jepkorir133@strathmore.edu,student,Joseph Jepkorir,True
U_100134,kevin.chebet134,kevin.chebet134@strathmore.edu,student,Kevin Chebet,True
U_100135,john.jepkorir135,john.jepkorir135@strathmore.edu,student,John Jepkorir,True
U_100136,ann.muthoni136,ann.muthoni136@strathmore.edu,student,Ann Muthoni,True
U_100137,faith.jepkorir137,faith.jepkorir137@strathmore.edu,student,Faith Jepkorir,False
U_100138,vincent.jepkorir138,vincent.jepkorir138@strathmore.edu,student,Vincent Jepkorir,True
U_100139,michael.wanjiru139,michael.wanjiru139@strathmore.edu,student,Michael Wanjiru,True
U_100140,sarah.chebet140,sarah.chebet140@strathmore.edu,student,Sarah Chebet,False
U_100141,kevin.ochieng141,kevin.ochieng141@strathmore.edu,student,Kevin Ochieng,False
U_100142,samuel.njoroge142,samuel.njoroge142@strathmore.edu,student,Samuel Njoroge,True
U_100143,caroline.kamau143,caroline.kamau143@strathmore.edu,student,Caroline Kamau,True
U_100144,john.kibet144,john.kibet144@strathmore.edu,student,John Kibet,True
U_100145,mary.kibet145,mary.kibet145@strathmore.edu,student,Mary Kibet,True
U_100146,brian.muthoni146,brian.muthoni146@strathmore.edu,student,Brian Muthoni,True
U_100147,john.wanjiru147,john.wanjiru147@strathmore.edu,student,John Wanjiru,True
U_100148,kevin.ochieng148,kevin.ochieng148@strathmore.edu,student,Kevin Ochieng,True
U_100149,emmanuel.jepkorir149,emmanuel.jepkorir149@strathmore.edu,student,Emmanuel Jepkorir,True
U_100150,sarah.muthoni150,sarah.muthoni150@strathmore.edu,student,Sarah Muthoni,True
U_100151,kevin.mwangi151,kevin.mwangi151@strathmore.edu,student,Kevin Mwangi,True
U_100152,ruth.kibet152,ruth.kibet152@strathmore.edu,student,Ruth Kibet,True
U_100153,rose.chebet153,rose.chebet153@strathmore.edu,student,Rose Chebet,True
U_100154,joyce.njeri154,joyce.njeri154@strathmore.edu,student,Joyce Njeri,True
U_100155,david.kibet155,david.kibet155@strathmore.edu,student,David Kibet,True
U_100156,michael.wambui156,michael.wambui156@strathmore.edu,student,Michael Wambui,True
U_100157,jane.mutua157,jane.mutua157@strathmore.edu,student,Jane Mutua,True
U_100158,peter.kibet158,peter.kibet158@strathmore.edu,student,Peter Kibet,True
U_100159,grace.chebet159,grace.chebet159@strathmore.edu,student,Grace Chebet,True
U_100160,caroline.wanjiru160,caroline.wanjiru160@strathmore.edu,student,Caroline Wanjiru,True
U_100161,ann.otieno161,ann.otieno161@strathmore.edu,student,Ann Otieno,True
U_100162,joyce.wangui162,joyce.wangui162@strathmore.edu,student,Joyce Wangui,True
U_100163,david.nyambura163,david.nyambura163@strathmore.edu,student,David Nyambura,True
U_100164,lucy.njeri164,lucy.njeri164@strathmore.edu,student,Lucy Njeri,True
U_100165,joyce.chebet165,joyce.chebet165@strathmore.edu,student,Joyce Chebet,True
U_100166,peter.mutua166,peter.mutua166@strathmore.edu,student,Peter Mutua,True
U_100167,daniel.achieng167,daniel.achieng167@strathmore.edu,student,Daniel Achieng,True
U_100168,samuel.mwangi168,samuel.mwangi168@strathmore.edu,student,Samuel Mwangi,True
U_100169,grace.ochieng169,grace.ochieng169@strathmore.edu,student,Grace Ochieng,True
U_100170,faith.muthoni170,faith.muthoni170@strathmore.edu,student,Faith Muthoni,True
U_100171,emmanuel.ochieng171,emmanuel.ochieng171@strathmore.edu,student,Emmanuel Ochieng,False
U_100172,samuel.mutua172,samuel.mutua172@strathmore.edu,student,Samuel Mutua,True
U_100173,jane.otieno173,jane.otieno173@strathmore.edu,student,Jane Otieno,True
U_100174,mary.chebet174,mary.chebet174@strathmore.edu,student,Mary Chebet,True
U_100175,rose.wanjiru175,rose.wanjiru175@strathmore.edu,student,Rose Wanjiru,True
U_100176,mary.kariuki176,mary.kariuki176@strathmore.edu,student,Mary Kariuki,True
U_100177,kevin.kariuki177,kevin.kariuki177@strathmore.edu,student,Kevin Kariuki,True
U_100178,daniel.wanjiru178,daniel.wanjiru178@strathmore.edu,student,Daniel Wanjiru,True
U_100179,jane.otieno179,jane.otieno179@strathmore.edu,student,Jane Otieno,True
U_100180,emmanuel.mwangi180,emmanuel.mwangi180@strathmore.edu,student,Emmanuel Mwangi,True
U_100181,james.kipchoge181,james.kipchoge181@strathmore.edu,student,James Kipchoge,True
U_100182,david.mutua182,david.mutua182@strathmore.edu,student,David Mutua,True
U_100183,sarah.kipchoge183,sarah.kipchoge183@strathmore.edu,student,Sarah Kipchoge,True
U_100184,vincent.achieng184,vincent.achieng184@strathmore.edu,student,Vincent Achieng,True
U_100185,kevin.nyambura185,kevin.nyambura185@strathmore.edu,student,Kevin Nyambura,True
U_100186,david.chebet186,david.chebet186@strathmore.edu,student,David Chebet,True
U_100187,grace.njoroge187,grace.njoroge187@strathmore.edu,student,Grace Njoroge,True
U_100188,sarah.kipchoge188,sarah.kipchoge188@strathmore.edu,student,Sarah Kipchoge,True
U_100189,brian.kibet189,brian.kibet189@strathmore.edu,student,Brian Kibet,False
U_100190,ann.wanjiru190,ann.wanjiru190@strathmore.edu,student,Ann Wanjiru,True
U_100191,john.mutua191,john.mutua191@strathmore.edu,student,John Mutua,True
U_100192,lucy.kibet192,lucy.kibet192@strathmore.edu,student,Lucy Kibet,True
U_100193,james.jepkorir193,james.jepkorir193@strathmore.edu,student,James Jepkorir,True
U_100194,faith.njeri194,faith.njeri194@strathmore.edu,student,Faith Njeri,True
U_100195,emmanuel.kipchoge195,emmanuel.kipchoge195@strathmore.edu,student,Emmanuel Kipchoge,True
U_100196,faith.njeri196,faith.njeri196@strathmore.edu,student,Faith Njeri,True
U_100197,brian.jepkorir197,brian.jepkorir197@strathmore.edu,student,Brian Jepkorir,True
U_100198,ruth.otieno198,ruth.otieno198@strathmore.edu,student,Ruth Otieno,True
U_100199,emmanuel.muthoni199,emmanuel.muthoni199@strathmore.edu,student,Emmanuel Muthoni,True
U_100200,emmanuel.achieng200,emmanuel.achieng200@strathmore.edu,student,Emmanuel Achieng,True
U_100201,kevin.wanjiru201,kevin.wanjiru201@strathmore.edu,student,Kevin Wanjiru,True
U_100202,jane.kipchoge202,jane.kipchoge202@strathmore.edu,student,Jane Kipchoge,True
U_100203,ruth.wanjiru203,ruth.wanjiru203@strathmore.edu,student,Ruth Wanjiru,True
U_100204,rose.kariuki204,rose.kariuki204@strathmore.edu,student,Rose Kariuki,True
U_100205,brian.otieno205,brian.otieno205@strathmore.edu,student,Brian Otieno,False
U_100206,grace.jepkorir206,grace.jepkorir206@strathmore.edu,student,Grace Jepkorir,True
U_100207,jane.kariuki207,jane.kariuki207@strathmore.edu,student,Jane Kariuki,True
U_100208,ruth.njeri208,ruth.njeri208@strathmore.edu,student,Ruth Njeri,True
U_100209,rose.achieng209,rose.achieng209@strathmore.edu,student,Rose Achieng,True
U_100210,emmanuel.chebet210,emmanuel.chebet210@strathmore.edu,student,Emmanuel Chebet,True
U_100211,ruth.chebet211,ruth.chebet211@strathmore.edu,student,Ruth Chebet,True
U_100212,michael.wambui212,michael.wambui212@strathmore.edu,student,Michael Wambui,True
U_100213,nancy.muthoni213,nancy.muthoni213@strathmore.edu,student,Nancy Muthoni,True
U_100214,lucy.njoroge214,lucy.njoroge214@strathmore.edu,student,Lucy Njoroge,True
U_100215,kevin.ochieng215,kevin.ochieng215@strathmore.edu,student,Kevin Ochieng,True
U_100216,vincent.achieng216,vincent.achieng216@strathmore.edu,student,Vincent Achieng,True
U_100217,lucy.kamau217,lucy.kamau217@strathmore.edu,student,Lucy Kamau,True
U_100218,peter.nyambura218,peter.nyambura218@strathmore.edu,student,Peter Nyambura,True
U_100219,daniel.ochieng219,daniel.ochieng219@strathmore.edu,student,Daniel Ochieng,True
U_100220,grace.kibet220,grace.kibet220@strathmore.edu,student,Grace Kibet,True
U_100221,daniel.wambui221,daniel.wambui221@strathmore.edu,student,Daniel Wambui,True
U_100222,nancy.otieno222,nancy.otieno222@strathmore.edu,student,Nancy Otieno,False
U_100223,james.achieng223,james.achieng223@strathmore.edu,student,James Achieng,False
U_100224,samuel.otieno224,samuel.otieno224@strathmore.edu,student,Samuel Otieno,True
U_100225,emmanuel.nyambura225,emmanuel.nyambura225@strathmore.edu,student,Emmanuel Nyambura,True
U_100226,mary.achieng226,mary.achieng226@strathmore.edu,student,Mary Achieng,True
U_100227,james.mutua227,james.mutua227@strathmore.edu,student,James Mutua,True
U_100228,sarah.mutua228,sarah.mutua228@strathmore.edu,student,Sarah Mutua,True
U_100229,sarah.wanjiru229,sarah.wanjiru229@strathmore.edu,student,Sarah Wanjiru,True
U_100230,samuel.mutua230,samuel.mutua230@strathmore.edu,student,Samuel Mutua,True
U_100231,lucy.kamau231,lucy.kamau231@strathmore.edu,student,Lucy Kamau,True
U_100232,mary.wanjiru232,mary.wanjiru232@strathmore.edu,student,Mary Wanjiru,True
U_100233,sarah.njeri233,sarah.njeri233@strathmore.edu,student,Sarah Njeri,True
U_100234,mary.jepkorir234,mary.jepkorir234@strathmore.edu,student,Mary Jepkorir,True
U_100235,nancy.otieno235,nancy.otieno235@strathmore.edu,student,Nancy Otieno,True
U_100236,daniel.jepkorir236,daniel.jepkorir236@strathmore.edu,student,Daniel Jepkorir,True
U_100237,mary.kibet237,mary.kibet237@strathmore.edu,student,Mary Kibet,True
U_100238,james.mutua238,james.mutua238@strathmore.edu,student,James Mutua,True
U_100239,brian.jepkorir239,brian.jepkorir239@strathmore.edu,student,Brian Jepkorir,True
U_100240,sarah.njeri240,sarah.njeri240@strathmore.edu,student,Sarah Njeri,True
U_100241,samuel.wambui241,samuel.wambui241@strathmore.edu,student,Samuel Wambui,True
U_100242,faith.wanjiru242,faith.wanjiru242@strathmore.edu,student,Faith Wanjiru,True
U_100243,ann.njoroge243,ann.njoroge243@strathmore.edu,student,Ann Njoroge,True
U_100244,daniel.wangui244,daniel.wangui244@strathmore.edu,student,Daniel Wangui,True
U_100245,ruth.otieno245,ruth.otieno245@strathmore.edu,student,Ruth Otieno,True
U_100246,jane.nyambura246,jane.nyambura246@strathmore.edu,student,Jane Nyambura,True
U_100247,rose.otieno247,rose.otieno247@strathmore.edu,student,Rose Otieno,False
U_100248,james.nyambura248,james.nyambura248@strathmore.edu,student,James Nyambura,True
U_100249,rose.wangui249,rose.wangui249@strathmore.edu,student,Rose Wangui,True
U_100250,rose.wambui250,rose.wambui250@strathmore.edu,student,Rose Wambui,True
U_100251,daniel.wangui251,daniel.wangui251@strathmore.edu,student,Daniel Wangui,True
U_100252,lucy.wangui252,lucy.wangui252@strathmore.edu,student,Lucy Wangui,True
U_100253,peter.wambui253,peter.wambui253@strathmore.edu,student,Peter Wambui,False
U_100254,joseph.wangui254,joseph.wangui254@strathmore.edu,student,Joseph Wangui,True
U_100255,sarah.mutua255,sarah.mutua255@strathmore.edu,student,Sarah Mutua,True
U_100256,david.muthoni256,david.muthoni256@strathmore.edu,student,David Muthoni,True
U_100257,daniel.nyambura257,daniel.nyambura257@strathmore.edu,student,Daniel Nyambura,True
U_100258,joseph.muthoni258,joseph.muthoni258@strathmore.edu,student,Joseph Muthoni,True
U_100259,joseph.wambui259,joseph.wambui259@strathmore.edu,student,Joseph Wambui,True
U_100260,john.otieno260,john.otieno260@strathmore.edu,student,John Otieno,True
U_100261,joseph.kipchoge261,joseph.kipchoge261@strathmore.edu,student,Joseph Kipchoge,True
U_100262,james.wangui262,james.wangui262@strathmore.edu,student,James Wangui,True
U_100263,lucy.jepkorir263,lucy.jepkorir263@strathmore.edu,student,Lucy Jepkorir,True
U_100264,peter.muthoni264,peter.muthoni264@strathmore.edu,student,Peter Muthoni,True
U_100265,kevin.muthoni265,kevin.muthoni265@strathmore.edu,student,Kevin Muthoni,True
U_100266,brian.njeri266,brian.njeri266@strathmore.edu,student,Brian Njeri,True
U_100267,john.njoroge267,john.njoroge267@strathmore.edu,student,John Njoroge,True
U_100268,mary.ochieng268,mary.ochieng268@strathmore.edu,student,Mary Ochieng,True
U_100269,emmanuel.njeri269,emmanuel.njeri269@strathmore.edu,student,Emmanuel Njeri,True
U_100270,joyce.jepkorir270,joyce.jepkorir270@strathmore.edu,student,Joyce Jepkorir,True
U_100271,james.wambui271,james.wambui271@strathmore.edu,student,James Wambui,True
U_100272,ann.jepkorir272,ann.jepkorir272@strathmore.edu,student,Ann Jepkorir,True
U_100273,david.muthoni273,david.muthoni273@strathmore.edu,student,David Muthoni,True
U_100274,caroline.wanjiru274,caroline.wanjiru274@strathmore.edu,student,Caroline Wanjiru,True
U_100275,nancy.njoroge275,nancy.njoroge275@strathmore.edu,student,Nancy Njoroge,True
U_100276,caroline.mutua276,caroline.mutua276@strathmore.edu,student,Caroline Mutua,True
U_100277,mary.jepkorir277,mary.jepkorir277@strathmore.edu,student,Mary Jepkorir,False
U_100278,joyce.mwangi278,joyce.mwangi278@strathmore.edu,student,Joyce Mwangi,True
U_100279,nancy.wangui279,nancy.wangui279@strathmore.edu,student,Nancy Wangui,True
U_100280,nancy.njeri280,nancy.njeri280@strathmore.edu,student,Nancy Njeri,True
U_100281,emmanuel.ochieng281,emmanuel.ochieng281@strathmore.edu,student,Emmanuel Ochieng,True
U_100282,joyce.wanjiru282,joyce.wanjiru282@strathmore.edu,student,Joyce Wanjiru,True
U_100283,daniel.nyambura283,daniel.nyambura283@strathmore.edu,student,Daniel Nyambura,True
U_100284,vincent.njoroge284,vincent.njoroge284@strathmore.edu,student,Vincent Njoroge,True
U_100285,emmanuel.chebet285,emmanuel.chebet285@strathmore.edu,student,Emmanuel Chebet,True
U_100286,rose.wangui286,rose.wangui286@strathmore.edu,student,Rose Wangui,True
U_100287,faith.kibet287,faith.kibet287@strathmore.edu,student,Faith Kibet,True
U_100288,faith.mwangi288,faith.mwangi288@strathmore.edu,student,Faith Mwangi,False
U_100289,emmanuel.wangui289,emmanuel.wangui289@strathmore.edu,student,Emmanuel Wangui,True
U_100290,lucy.achieng290,lucy.achieng290@strathmore.edu,student,Lucy Achieng,True
U_100291,emmanuel.wambui291,emmanuel.wambui291@strathmore.edu,student,Emmanuel Wambui,True
U_100292,mary.wangui292,mary.wangui292@strathmore.edu,student,Mary Wangui,True
U_100293,rose.otieno293,rose.otieno293@strathmore.edu,student,Rose Otieno,True
U_100294,brian.kibet294,brian.kibet294@strathmore.edu,student,Brian Kibet,True
U_100295,peter.chebet295,peter.chebet295@strathmore.edu,student,Peter Chebet,True
U_100296,peter.wanjiru296,peter.wanjiru296@strathmore.edu,student,Peter Wanjiru,True
U_100297,emmanuel.kamau297,emmanuel.kamau297@strathmore.edu,student,Emmanuel Kamau,True
U_100298,samuel.muthoni298,samuel.muthoni298@strathmore.edu,student,Samuel Muthoni,True
U_100299,peter.otieno299,peter.otieno299@strathmore.edu,student,Peter Otieno,True
U_100300,vincent.mwangi300,vincent.mwangi300@strathmore.edu,student,Vincent Mwangi,True
U_100301,joseph.jepkorir301,joseph.jepkorir301@strathmore.edu,student,Joseph Jepkorir,True
U_100302,ruth.wanjiru302,ruth.wanjiru302@strathmore.edu,student,Ruth Wanjiru,True
U_100303,caroline.mwangi303,caroline.mwangi303@strathmore.edu,student,Caroline Mwangi,True
U_100304,nancy.mwangi304,nancy.mwangi304@strathmore.edu,student,Nancy Mwangi,True
U_100305,faith.ochieng305,faith.ochieng305@strathmore.edu,student,Faith Ochieng,True
U_100306,joseph.mutua306,joseph.mutua306@strathmore.edu,student,Joseph Mutua,True
U_100307,michael.muthoni307,michael.muthoni307@strathmore.edu,student,Michael Muthoni,True
U_100308,brian.njeri308,brian.njeri308@strathmore.edu,student,Brian Njeri,True
U_100309,caroline.mutua309,caroline.mutua309@strathmore.edu,student,Caroline Mutua,True
U_100310,rose.jepkorir310,rose.jepkorir310@strathmore.edu,student,Rose Jepkorir,True
U_100311,michael.wangui311,michael.wangui311@strathmore.edu,student,Michael Wangui,True
U_100312,lucy.ochieng312,lucy.ochieng312@strathmore.edu,student,Lucy Ochieng,True
